,City,Lng,Lat,Weather Id,Weather Main,Weather Description,Weather Icon,Base,Main Temp,Main Pressure,Humidity,Min Temp,Max Temp,Sea Level,Grnd Level,Wind Speed,Wind Deg,Cloudiness,Date,Country,Sunrise,Sunset,Timezone,id,cod
0,Mataura,168.86,-46.19,500,Rain,light rain,10d,stations,287.59,988,82,287.59,287.59,,,4.02,308.0,62,1575422788,NZ,1575391711,1575447642,46800,6201424,200
1,Saldanha,-6.55,41.42,800,Clear,clear sky,01n,model,274.13,1017,85,274.13,274.13,1017.0,939.0,2.61,54.0,0,1575422788,PT,1575444945,1575478629,0,2737599,200
2,Taltal,-70.49,-25.41,800,Clear,clear sky,01n,model,286.98,1013,84,286.98,286.98,1013.0,966.0,2.19,226.0,0,1575422788,CL,1575366203,1575415223,-10800,3870243,200
3,Storm Lake,-95.21,42.64,800,Clear,clear sky,01n,stations,273.15,1008,88,272.59,273.71,,,6.2,270.0,1,1575422788,US,1575380002,1575413293,-21600,4877655,200
4,Saint Marys,-78.56,41.43,804,Clouds,overcast clouds,04n,stations,271.3,1003,92,269.82,272.59,,,4.49,260.0,90,1575422788,US,1575375781,1575409519,-18000,5210117,200
5,Mar del Plata,-67.52,-46.43,802,Clouds,scattered clouds,03n,model,285.91,1018,60,285.91,285.91,1018.0,1008.0,3.63,66.0,41,1575422728,AR,1575361994,1575418006,-10800,3863379,200
6,Rikitea,-134.97,-23.12,500,Rain,light rain,10d,model,297.77,1014,86,297.77,297.77,1014.0,1014.0,6.93,96.0,62,1575422789,PF,1575381957,1575430427,-32400,4030556,200
7,Punta Cardon,-70.22,11.61,800,Clear,clear sky,01n,model,301.24,1009,79,301.24,301.24,1009.0,1008.0,10.98,76.0,1,1575422789,VE,1575369976,1575411321,-14400,3629614,200
8,Busselton,115.35,-33.64,802,Clouds,scattered clouds,03d,stations,299.99,1015,67,297.59,302.04,,,1.34,186.0,42,1575422789,AU,1575406881,1575458164,28800,2075265,200
9,Tandalti,31.87,13.01,800,Clear,clear sky,01n,model,296.45,1010,34,296.45,296.45,1010.0,962.0,5.0,345.0,0,1575422789,SD,1575432039,1575473087,7200,366426,200
10,Yellowknife,-114.38,62.45,802,Clouds,scattered clouds,03n,stations,255.15,1003,77,255.15,255.15,,,6.7,340.0,40,1575422506,CA,1575391200,1575411299,-25200,6185377,200
11,Upernavik,-56.15,72.79,804,Clouds,overcast clouds,04n,model,261.51,986,59,261.51,261.51,986.0,983.0,4.34,113.0,100,1575422789,GL,0,0,-10800,3418910,200
12,Geraldton,-86.95,49.72,600,Snow,light snow,13n,stations,268.15,993,92,268.15,268.15,,,1.0,,90,1575422789,CA,1575379556,1575409773,-18000,5960603,200
13,Cap-aux-Meules,-61.86,47.38,701,Mist,mist,50n,stations,277.15,984,93,277.15,277.15,,,3.1,100.0,90,1575422789,CA,1575372968,1575404315,-14400,5915327,200
14,Aksay,53.01,51.17,804,Clouds,overcast clouds,04n,model,267.73,1019,43,267.73,267.73,1019.0,1009.0,4.53,161.0,100,1575422789,KZ,1575432796,1575462181,18000,610613,200
15,Ushuaia,-68.31,-54.81,803,Clouds,broken clouds,04n,stations,283.15,1009,71,283.15,283.15,,,9.3,230.0,75,1575422591,AR,1575359698,1575420681,-10800,3833367,200
16,Mahebourg,57.7,-20.41,802,Clouds,scattered clouds,03d,stations,297.41,1015,78,297.15,297.59,,,3.1,100.0,40,1575422790,MU,1575422436,1575470289,14400,934322,200
17,Bafoulabe,-10.83,13.81,803,Clouds,broken clouds,04n,model,297.08,1012,16,297.08,297.08,1012.0,994.0,1.97,8.0,54,1575422790,ML,1575442373,1575483255,0,2460755,200
18,Sao Filipe,-24.5,14.9,804,Clouds,overcast clouds,04n,model,295.32,1016,81,295.32,295.32,1016.0,996.0,7.0,67.0,100,1575422790,CV,1575445769,1575486423,-3600,3374210,200
19,Kawasaki,139.71,35.52,801,Clouds,few clouds,02d,stations,285.27,1017,32,283.71,286.15,,,1.0,,20,1575422790,JP,1575408852,1575444497,32400,1859642,200
20,Punta Arenas,-70.91,-53.16,803,Clouds,broken clouds,04n,stations,285.03,1015,62,284.82,285.15,,,11.8,260.0,75,1575422790,CL,1575360913,1575420715,-10800,3874787,200
21,Kapaa,-159.32,22.08,500,Rain,light rain,10d,stations,299.27,1015,69,297.59,300.15,,,4.6,80.0,90,1575422591,US,1575392480,1575431595,-36000,5848280,200
22,Nishihara,139.53,35.74,801,Clouds,few clouds,02d,stations,285.29,1017,36,283.71,286.15,,,1.0,,20,1575422790,JP,1575408928,1575444507,32400,1850144,200
23,Codrington,153.24,-28.95,800,Clear,clear sky,01d,stations,303.79,1010,12,301.15,305.93,,,3.1,30.0,0,1575422790,AU,1575398452,1575448401,39600,2160063,200
24,Grindavik,-22.43,63.84,803,Clouds,broken clouds,04n,stations,274.62,977,69,274.15,275.15,,,5.7,240.0,75,1575422790,IS,1575456648,1575474550,0,3416888,200
25,Colares,-9.45,38.8,800,Clear,clear sky,01n,stations,281.68,1013,81,279.82,282.59,,,3.1,310.0,0,1575422791,PT,1575445189,1575479777,0,2269142,200
26,Hay River,-115.79,60.82,600,Snow,light snow,13n,stations,260.15,1007,78,260.15,260.15,,,9.8,320.0,90,1575422791,CA,1575390557,1575412618,-25200,5972762,200
27,Jamestown,138.6,-33.21,802,Clouds,scattered clouds,03d,model,292.61,1017,36,292.61,292.61,1017.0,961.0,3.07,220.0,50,1575422791,AU,1575401366,1575452517,37800,2069194,200
28,Kedrovyy,91.82,56.17,803,Clouds,broken clouds,04n,stations,259.15,1025,92,259.15,259.15,,,2.0,,78,1575422791,RU,1575425073,1575451269,25200,1538641,200
29,Albany,-73.75,42.65,802,Clouds,scattered clouds,03n,stations,269.31,1001,58,266.48,272.15,,,6.2,310.0,40,1575422558,US,1575374849,1575408141,-18000,5106834,200
30,Hobart,147.33,-42.88,802,Clouds,scattered clouds,03d,stations,286.16,996,58,283.71,288.15,,,13.4,280.0,40,1575422695,AU,1575397599,1575452092,39600,2163355,200
31,Beyla,-8.65,8.69,800,Clear,clear sky,01n,model,293.85,1013,36,293.85,293.85,1013.0,936.0,1.04,318.0,0,1575422791,GN,1575441331,1575483251,0,2423126,200
32,Georgetown,-58.16,6.8,802,Clouds,scattered clouds,03n,stations,298.15,1012,94,298.15,298.15,,,2.1,60.0,40,1575422791,GY,1575366602,1575408904,-14400,3378644,200
33,Douglas,-134.39,58.28,501,Rain,moderate rain,10n,stations,274.04,1004,97,273.15,274.82,,,3.6,80.0,90,1575422791,US,1575393781,1575418325,-32400,5554072,200
34,Half Moon Bay,-122.43,37.46,800,Clear,clear sky,01n,stations,286.6,1014,93,284.82,288.15,,,2.17,110.0,1,1575422791,US,1575385649,1575420714,-28800,5354943,200
35,Nurlat,50.8,54.43,804,Clouds,overcast clouds,04n,model,266.63,1016,71,266.63,266.63,1016.0,1000.0,5.1,158.0,100,1575422791,RU,1575434314,1575461724,10800,516716,200
36,New Norfolk,147.06,-42.78,802,Clouds,scattered clouds,03d,stations,286.17,996,56,283.71,288.15,,,13.4,280.0,40,1575422792,AU,1575397684,1575452136,39600,2155415,200
37,Provideniya,-173.23,64.42,600,Snow,light snow,13n,stations,268.15,1021,85,268.15,268.15,,,4.0,350.0,90,1575422792,RU,1575493394,1575510208,43200,4031574,200
38,Ribeira Grande,-28.7,38.52,804,Clouds,overcast clouds,04n,model,287.64,1029,73,287.64,287.64,1029.0,1004.0,6.37,30.0,97,1575422792,PT,1575449766,1575484443,-3600,3372707,200
39,Sorland,12.69,67.67,520,Rain,light intensity shower rain,09n,stations,281.15,986,81,281.15,281.15,,,9.3,260.0,75,1575422792,NO,1575452888,1575461447,3600,3137469,200
40,San Cristobal,-86.92,14.68,500,Rain,light rain,10n,model,291.95,1014,89,291.95,291.95,1014.0,911.0,1.28,333.0,100,1575422792,HN,1575374299,1575415016,-21600,3609418,200
41,Okhotsk,143.24,59.36,804,Clouds,overcast clouds,04d,model,254.42,1015,60,254.42,254.42,1015.0,1009.0,11.43,341.0,89,1575422792,RU,1575414071,1575437584,36000,2122605,200
42,Vila Velha,-38.6,-3.71,801,Clouds,few clouds,02n,stations,300.71,1011,74,300.37,301.15,,,4.1,70.0,20,1575422694,BR,1575360880,1575405234,-10800,6320062,200
43,Coihaique,-72.07,-45.58,802,Clouds,scattered clouds,03n,stations,286.15,1022,58,286.15,286.15,,,1.5,10.0,25,1575422792,CL,1575363282,1575418902,-10800,3894426,200
44,Noumea,166.46,-22.28,804,Clouds,overcast clouds,04d,stations,307.15,1011,38,307.15,307.15,,,6.2,240.0,98,1575422792,NC,1575396114,1575444391,39600,2139521,200
45,Severo-Kurilsk,156.12,50.68,600,Snow,light snow,13d,model,267.96,991,74,267.96,267.96,991.0,953.0,6.41,222.0,71,1575422792,RU,1575407894,1575437576,39600,2121385,200
46,Lavrentiya,-170.99,65.58,802,Clouds,scattered clouds,03n,model,263.79,1021,82,263.79,263.79,1021.0,1016.0,3.41,342.0,34,1575422792,RU,1575493998,1575508528,43200,4031637,200
47,Pisco,-76.2,-13.71,701,Mist,mist,50n,stations,292.83,1013,88,292.59,293.15,,,2.6,360.0,90,1575422793,PE,1575368897,1575415270,-18000,3932145,200
48,Cape Town,18.42,-33.93,800,Clear,clear sky,01n,stations,288.01,1024,58,287.04,288.71,,,11.8,150.0,0,1575422793,ZA,1575430099,1575481485,7200,3369157,200
49,Sitka,-99.65,37.17,803,Clouds,broken clouds,04n,model,285.05,1016,40,285.05,285.05,1016.0,951.0,4.35,339.0,59,1575422793,US,1575380133,1575415293,-21600,4267710,200
50,Ngunguru,174.5,-35.62,800,Clear,clear sky,01d,stations,294.82,1014,70,294.82,294.82,,,1.79,308.0,0,1575422793,NZ,1575392380,1575444266,46800,2186111,200
51,Fare,-151.02,-16.7,802,Clouds,scattered clouds,03d,model,301.75,1012,69,301.75,301.75,1012.0,1011.0,3.67,27.0,44,1575422793,PF,1575386538,1575433553,-36000,4034496,200
52,Vaini,74.49,15.34,803,Clouds,broken clouds,04d,stations,292.15,1017,88,292.15,292.15,,,3.1,90.0,75,1575422793,IN,1575422048,1575462616,19800,1273574,200
53,Tura,100.22,64.27,804,Clouds,overcast clouds,04n,model,246.05,1031,92,246.05,246.05,1031.0,977.0,2.75,188.0,99,1575422793,RU,1575427515,1575444795,25200,2014833,200
54,Bredasdorp,20.04,-34.53,804,Clouds,overcast clouds,04n,stations,284.15,1029,66,284.15,284.15,,,1.5,150.0,100,1575422793,ZA,1575429619,1575481188,7200,1015776,200
55,Salalah,54.1,17.01,804,Clouds,overcast clouds,04n,stations,298.15,1012,57,298.15,298.15,,,7.2,20.0,100,1575422793,OM,1575427119,1575467334,14400,286621,200
56,Hilo,-155.08,19.71,500,Rain,light rain,10d,stations,294.15,1015,65,285.93,299.15,,,2.6,200.0,90,1575422657,US,1575391199,1575430841,-36000,5855927,200
57,Vao,26.19,59.1,804,Clouds,overcast clouds,04n,model,274.07,1007,93,274.07,274.07,1007.0,995.0,3.86,229.0,99,1575422793,EE,1575442074,1575465780,7200,588365,200
58,Barrow,-60.23,-38.31,802,Clouds,scattered clouds,03n,model,285.27,1009,71,285.27,285.27,1009.0,1000.0,2.87,164.0,33,1575422793,AR,1575361873,1575414626,-10800,3833859,200
59,Lodwar,35.6,3.12,802,Clouds,scattered clouds,03n,model,301.8,1008,53,301.8,301.8,1008.0,945.0,2.56,105.0,43,1575422793,KE,1575430158,1575473178,10800,189280,200
60,Fort-Shevchenko,50.26,44.51,803,Clouds,broken clouds,04n,model,274.96,1017,83,274.96,274.96,1017.0,1005.0,2.82,133.0,82,1575422794,KZ,1575431890,1575464407,18000,609906,200
61,Hithadhoo,73.08,-0.6,801,Clouds,few clouds,02d,model,301.28,1009,75,301.28,301.28,1009.0,1009.0,2.99,82.0,19,1575422794,MV,1575420796,1575464544,18000,1282256,200
62,Bethel,-161.76,60.79,800,Clear,clear sky,01d,stations,259.18,1016,91,257.15,260.15,,,4.6,10.0,1,1575422794,US,1575401589,1575423658,-32400,5880568,200
63,Thompson,-97.86,55.74,600,Snow,light snow,13n,stations,261.15,1000,78,261.15,261.15,,,1.5,10.0,75,1575422794,CA,1575383994,1575410573,-21600,6165406,200
64,Port Hardy,-127.42,50.7,501,Rain,moderate rain,10n,stations,279.15,1012,100,279.15,279.15,,,2.6,280.0,90,1575422610,CA,1575389533,1575419227,-28800,6111862,200
65,Srednekolymsk,153.71,67.46,804,Clouds,overcast clouds,04d,model,243.37,1038,97,243.37,243.37,1038.0,1033.0,1.9,240.0,100,1575422794,RU,1575418503,1575428125,39600,2121025,200
66,Cabo San Lucas,-109.91,22.89,800,Clear,clear sky,01n,stations,295.75,1017,78,294.26,297.59,,,2.1,240.0,5,1575422635,MX,1575380709,1575419644,-25200,3985710,200
67,Pangnirtung,-65.72,66.15,600,Snow,light snow,13n,model,249.04,994,100,249.04,249.04,994.0,961.0,3.26,317.0,100,1575422794,CA,1575382734,1575396402,-18000,6096551,200
68,Puerto Ayora,-90.35,-0.74,803,Clouds,broken clouds,04n,stations,296.89,1012,65,294.82,298.15,,,5.7,140.0,75,1575422794,EC,1575373593,1575417368,-21600,3652764,200
69,Alta Floresta,-56.08,-9.87,500,Rain,light rain,10n,model,296.08,1010,94,296.08,296.08,1010.0,977.0,1.16,180.0,95,1575422794,BR,1575364463,1575410044,-14400,6316343,200
70,Klaksvik,-6.59,62.23,500,Rain,light rain,10n,stations,282.15,991,93,282.15,282.15,,,9.8,170.0,99,1575422794,FO,1575451680,1575471912,0,2618795,200
71,Port Alfred,26.89,-33.59,500,Rain,light rain,10n,stations,290.37,1026,65,290.37,290.37,,,2.68,216.0,50,1575422794,ZA,1575428118,1575479400,7200,964432,200
72,Airai,125.41,-8.93,802,Clouds,scattered clouds,03d,model,299.28,1011,54,299.28,299.28,1011.0,906.0,1.64,140.0,42,1575422794,TL,1575407409,1575452806,32400,1651810,200
73,Ekibastuz,75.32,51.72,804,Clouds,overcast clouds,04n,model,267.92,1029,96,267.92,267.92,1029.0,998.0,1.67,1.0,100,1575422795,KZ,1575427590,1575456675,21600,1524325,200
74,Keti Bandar,67.45,24.14,802,Clouds,scattered clouds,03n,model,294.79,1014,26,294.79,294.79,1014.0,1014.0,6.68,49.0,35,1575422795,PK,1575424708,1575463336,18000,1174451,200
75,Saint-Philippe,-73.48,45.36,800,Clear,clear sky,01n,stations,270.26,999,58,269.15,271.48,,,3.6,260.0,1,1575422795,CA,1575375320,1575407542,-18000,6138908,200
76,Sri Aman,111.46,1.24,803,Clouds,broken clouds,04d,stations,297.49,1012,88,297.04,299.15,,,0.5,,75,1575422795,MY,1575411762,1575455150,28800,1735799,200
77,Ivanivka,34.54,46.71,804,Clouds,overcast clouds,04n,model,273.23,1024,78,273.23,273.23,1024.0,1021.0,4.12,327.0,96,1575422795,UA,1575436132,1575467713,7200,707453,200
78,Lakatoro,167.42,-16.11,803,Clouds,broken clouds,04d,stations,303.15,1010,79,303.15,303.15,,,4.6,110.0,81,1575422795,VU,1575396578,1575443467,39600,2136697,200
79,San Quintin,120.52,17.54,500,Rain,light rain,10d,model,298.44,1012,82,298.44,298.44,1012.0,995.0,2.88,27.0,100,1575422795,PH,1575411228,1575451335,28800,1688687,200
80,Dikson,80.55,73.51,804,Clouds,overcast clouds,04n,model,256.93,1013,88,256.93,256.93,1013.0,1012.0,4.71,134.0,100,1575422795,RU,0,0,25200,1507390,200
81,Kodiak,-94.76,39.95,800,Clear,clear sky,01n,stations,279.6,1012,69,276.15,281.48,,,3.1,260.0,1,1575422795,US,1575379413,1575413666,-21600,4407665,200
82,Rio Grande,-52.1,-32.03,803,Clouds,broken clouds,04n,stations,292.59,1011,74,292.59,292.59,,,0.89,84.0,67,1575422766,BR,1575360907,1575411689,-10800,3451138,200
83,Bluff,149.07,-23.58,802,Clouds,scattered clouds,03d,model,305.77,1012,16,305.77,305.77,1012.0,992.0,7.18,127.0,27,1575422795,AU,1575400134,1575448721,36000,2175403,200
84,Gedo,37.45,9.01,500,Rain,light rain,10n,model,286.49,1015,87,286.49,286.49,1015.0,777.0,0.96,94.0,95,1575422795,ET,1575430295,1575472152,10800,337083,200
85,Saint-Chamond,4.51,45.47,800,Clear,clear sky,01n,stations,271.37,1021,92,269.82,272.15,,,2.1,150.0,0,1575422796,FR,1575443077,1575475186,3600,2981206,200
86,Clearlake,-122.63,38.96,801,Clouds,few clouds,02n,stations,286.0,1015,93,284.26,287.04,,,1.39,46.0,20,1575422796,US,1575385940,1575420520,-28800,5337908,200
87,Birin,88.07,26.89,800,Clear,clear sky,01d,model,278.93,1021,91,278.93,278.93,1021.0,823.0,1.9,16.0,0,1575422796,NP,1575420087,1575458057,20700,1283334,200
88,Kidal,1.41,18.44,801,Clouds,few clouds,02n,model,294.07,1013,14,294.07,294.07,1013.0,958.0,2.72,141.0,16,1575422796,ML,1575439924,1575479828,0,2455290,200
89,Winnemucca,-117.74,40.97,701,Mist,mist,50n,stations,274.2,1022,93,273.71,275.15,,,2.6,60.0,90,1575422796,US,1575385109,1575419003,-28800,5710360,200
90,Castro,-73.76,-42.48,801,Clouds,few clouds,02n,stations,284.15,1023,71,284.15,284.15,,,3.6,220.0,14,1575422796,CL,1575364347,1575418648,-10800,3896218,200
91,Kaeo,173.78,-35.1,800,Clear,clear sky,01d,stations,296.22,1010,71,294.82,299.26,,,3.93,337.0,0,1575422796,NZ,1575392635,1575444357,46800,2189343,200
92,Cidreira,-50.22,-30.17,800,Clear,clear sky,01n,model,294.01,1013,72,294.01,294.01,1013.0,1012.0,12.41,46.0,0,1575422796,BR,1575360717,1575410976,-10800,3466165,200
93,Doka,35.76,13.52,800,Clear,clear sky,01n,model,295.69,1009,33,295.69,295.69,1009.0,936.0,2.72,28.0,1,1575422796,SD,1575431158,1575472101,7200,376332,200
94,Sumbuya,-11.96,7.65,800,Clear,clear sky,01n,model,297.72,1011,90,297.72,297.72,1011.0,1009.0,0.92,282.0,0,1575422796,SL,1575442022,1575484149,0,2403698,200
95,Nortelandia,-56.8,-14.45,802,Clouds,scattered clouds,03n,model,297.46,1009,81,297.46,297.46,1009.0,970.0,1.49,321.0,49,1575422796,BR,1575364163,1575410690,-14400,3456248,200
96,Carnarvon,22.13,-30.97,800,Clear,clear sky,01n,model,279.18,1024,75,279.18,279.18,1024.0,874.0,10.56,135.0,0,1575422797,ZA,1575429642,1575480161,7200,1014034,200
97,Cairns,145.77,-16.92,804,Clouds,overcast clouds,04d,stations,305.27,1010,66,304.15,305.93,,,3.6,10.0,100,1575422554,AU,1575401687,1575448753,36000,2172797,200
98,Faanui,-151.75,-16.48,500,Rain,light rain,10d,model,301.56,1011,71,301.56,301.56,1011.0,1011.0,3.42,19.0,75,1575422797,PF,1575386737,1575433704,-36000,4034551,200
99,Nanortalik,-45.24,60.14,600,Snow,light snow,13n,model,270.39,993,64,270.39,270.39,993.0,987.0,14.71,303.0,100,1575422797,GL,1575373240,1575396062,-10800,3421765,200
100,Luderitz,15.16,-26.65,800,Clear,clear sky,01n,stations,290.15,1012,55,290.15,290.15,,,3.1,190.0,3,1575422797,NA,1575431893,1575481256,7200,3355672,200
101,Tasiilaq,-37.64,65.61,600,Snow,light snow,13n,stations,271.15,964,79,271.15,271.15,,,3.6,80.0,91,1575422797,GL,1575375367,1575390286,-10800,3424607,200
102,Kaitangata,169.85,-46.28,803,Clouds,broken clouds,04d,stations,293.71,985,41,293.71,293.71,,,9.39,315.0,83,1575422797,NZ,1575391453,1575447426,46800,2208248,200
103,Iqaluit,-68.52,63.75,801,Clouds,few clouds,02n,stations,252.15,1000,70,252.15,252.15,,,2.1,20.0,20,1575422797,CA,1575381106,1575399374,-18000,5983720,200
104,Tiksi,128.87,71.64,802,Clouds,scattered clouds,03n,model,237.48,1040,98,237.48,237.48,1040.0,1022.0,0.12,161.0,29,1575422797,RU,0,0,32400,2015306,200
105,Zykovo,40.35,55.24,802,Clouds,scattered clouds,03n,stations,269.26,995,96,269.26,269.26,,,2.24,248.0,47,1575422797,RU,1575437102,1575463953,10800,480484,200
106,Los Llanos de Aridane,-17.92,28.66,801,Clouds,few clouds,02n,stations,290.44,1020,63,289.82,291.15,,,3.6,320.0,20,1575422797,ES,1575445759,1575483273,0,2514651,200
107,Lasa,32.53,34.92,803,Clouds,broken clouds,04n,stations,284.59,1018,71,284.15,285.15,,,3.6,30.0,75,1575422797,CY,1575434501,1575470308,7200,146639,200
108,Ozernovskiy,156.52,51.5,601,Snow,snow,13d,model,272.22,990,59,272.22,272.22,990.0,978.0,11.57,217.0,100,1575422798,RU,1575408022,1575437256,43200,2122293,200
109,Suntar,117.65,62.16,800,Clear,clear sky,01d,model,237.33,1046,92,237.33,237.33,1046.0,1024.0,2.32,199.0,0,1575422798,RU,1575421772,1575442169,32400,2015913,200
110,Kaili,120.21,-3.46,803,Clouds,broken clouds,04d,model,294.37,1012,75,294.37,294.37,1012.0,853.0,0.32,212.0,77,1575422798,ID,1575409202,1575453510,28800,1638368,200
111,Yumen,97.04,40.29,800,Clear,clear sky,01d,model,264.95,1042,64,264.95,264.95,1042.0,870.0,4.88,279.0,8,1575422798,CN,1575419866,1575453970,28800,1528998,200
112,Hermanus,19.24,-34.42,803,Clouds,broken clouds,04n,stations,287.59,1023,55,287.59,287.59,,,2.68,147.0,54,1575422798,ZA,1575429828,1575481363,7200,3366880,200
113,Weligama,80.42,5.97,803,Clouds,broken clouds,04d,model,296.09,1009,92,296.09,296.09,1009.0,1005.0,1.36,37.0,73,1575422798,LK,1575419678,1575462139,19800,1223738,200
114,Novyy Nekouz,38.06,57.91,804,Clouds,overcast clouds,04n,model,269.26,1009,90,269.26,269.26,1009.0,991.0,2.51,245.0,100,1575422798,RU,1575438687,1575463468,10800,516935,200
115,Waitati,170.57,-45.75,500,Rain,light rain,10d,model,288.56,987,70,288.56,288.56,987.0,986.0,5.95,34.0,100,1575422798,NZ,1575391403,1575447130,46800,2179825,200
116,Bambous Virieux,57.76,-20.34,802,Clouds,scattered clouds,03d,stations,297.41,1015,78,297.15,297.59,,,3.1,100.0,40,1575422799,MU,1575422430,1575470266,14400,1106677,200
117,Saskylakh,114.09,71.97,800,Clear,clear sky,01n,model,235.68,1035,98,235.68,235.68,1035.0,1023.0,2.74,127.0,0,1575422799,RU,0,0,32400,2017155,200
118,Faya,42.45,18.39,800,Clear,clear sky,01n,stations,288.48,1022,47,287.15,289.15,,,0.22,130.0,0,1575422799,SA,1575430064,1575469982,10800,110690,200
119,Bergen,5.33,60.39,803,Clouds,broken clouds,04n,stations,280.66,1014,100,279.82,281.48,,,5.1,220.0,75,1575422799,NO,1575447734,1575470135,3600,3161733,200
120,Gwadar,62.33,25.12,802,Clouds,scattered clouds,03n,model,297.36,1016,53,297.36,297.36,1016.0,1015.0,4.83,32.0,38,1575422799,PK,1575426053,1575464449,18000,1177446,200
121,Arraial do Cabo,-42.02,-22.97,802,Clouds,scattered clouds,03n,model,295.56,1017,72,295.56,295.56,1017.0,1016.0,5.07,91.0,26,1575422799,BR,1575359665,1575408091,-10800,3471451,200
122,Chokurdakh,147.9,70.62,803,Clouds,broken clouds,04n,model,244.26,1040,99,244.26,244.26,1040.0,1039.0,1.38,42.0,79,1575422799,RU,0,0,39600,2126123,200
123,Adrar,-0.29,27.87,800,Clear,clear sky,01n,stations,284.15,1011,46,284.15,284.15,,,3.6,210.0,0,1575422799,DZ,1575441426,1575479142,3600,2508813,200
124,Khatanga,102.47,71.98,800,Clear,clear sky,01n,model,239.79,1029,85,239.79,239.79,1029.0,1024.0,4.44,73.0,0,1575422799,RU,0,0,25200,2022572,200
125,San Patricio,-56.83,-26.98,801,Clouds,few clouds,02n,model,297.18,1007,41,297.18,297.18,1007.0,994.0,2.05,172.0,22,1575422799,PY,1575362726,1575412141,-10800,3437029,200
126,Deputatskiy,139.9,69.3,803,Clouds,broken clouds,04n,model,238.03,1040,100,238.03,238.03,1040.0,977.0,0.5,97.0,78,1575422799,RU,0,0,36000,2028164,200
127,Nikolskoye,30.79,59.7,804,Clouds,overcast clouds,04n,stations,273.15,1004,87,273.15,273.15,,,7.0,220.0,97,1575422799,RU,1575441260,1575464385,10800,546105,200
128,Flinders,150.85,-34.58,800,Clear,clear sky,01d,stations,300.13,1007,15,297.04,302.59,,,7.2,280.0,0,1575422799,AU,1575398218,1575449782,39600,6255012,200
129,Urubicha,-63.08,-15.63,803,Clouds,broken clouds,04n,model,299.4,1007,70,299.4,299.4,1007.0,980.0,1.94,343.0,61,1575422800,BO,1575365545,1575412323,-14400,3923644,200
130,Price,-110.81,39.6,804,Clouds,overcast clouds,04n,stations,273.37,1029,79,272.59,273.71,,,0.45,329.0,86,1575422800,US,1575383208,1575417577,-25200,5545269,200
131,Coahuayana,-100.35,18.62,800,Clear,clear sky,01n,model,298.71,1013,57,298.71,298.71,1013.0,948.0,0.35,246.0,0,1575422800,MX,1575377939,1575417823,-21600,3981460,200
132,Pokhara,83.99,28.21,800,Clear,clear sky,01d,model,282.67,1022,82,282.67,282.67,1022.0,927.0,1.25,325.0,0,1575422800,NP,1575421231,1575458871,20700,1282898,200
133,Nantucket,-70.1,41.28,803,Clouds,broken clouds,04n,stations,273.71,996,64,271.15,275.37,,,8.7,310.0,75,1575422800,US,1575373722,1575407516,-18000,4944903,200
134,Esperance,121.89,-33.86,802,Clouds,scattered clouds,03d,stations,304.15,1012,22,304.15,304.15,,,9.8,320.0,40,1575422800,AU,1575405278,1575456627,28800,2071860,200
