,City,Lng,Lat,Weather Id,Weather Main,Weather Description,Weather Icon,Base,Main Temp,Main Pressure,Humidity,Min Temp,Max Temp,Sea Level,Grnd Level,Wind Speed,Wind Deg,Cloudiness,Date,Country,Sunrise,Sunset,Timezone,id,cod
408,Awjilah,21.3,29.14,804,Clouds,overcast clouds,04n,model,288.69,1019,63,288.69,288.69,1019.0,1012.0,3.86,137.0,100,1575422824,LY,1575436403,1575473799,7200,88533,200
409,High Rock,-78.28,26.63,803,Clouds,broken clouds,04n,stations,291.15,1014,77,291.15,291.15,,,1.5,350.0,75,1575422824,BS,1575373555,1575411610,-18000,3572189,200
410,Atar,-13.05,20.52,800,Clear,clear sky,01n,model,290.78,1016,41,290.78,290.78,1016.0,972.0,3.7,66.0,0,1575422824,MR,1575443624,1575483071,0,2381334,200
411,Husavik,-96.99,50.56,803,Clouds,broken clouds,04n,model,269.48,1000,92,269.48,269.48,1000.0,972.0,4.19,291.0,78,1575422824,CA,1575382186,1575411963,-21600,5961417,200
412,Pocatello,-112.44,42.87,701,Mist,mist,50n,stations,273.9,1025,86,273.15,274.82,,,2.1,70.0,90,1575422824,US,1575384183,1575417384,-25200,5604045,200
413,Zonguldak,31.83,41.25,500,Rain,light rain,10n,model,275.97,1022,96,275.97,275.97,1022.0,926.0,0.17,166.0,100,1575422825,TR,1575435697,1575469449,10800,737021,200
414,Chicama,-79.15,-7.84,701,Mist,mist,50n,stations,292.15,1013,88,292.15,292.15,,,3.6,150.0,75,1575422825,PE,1575370206,1575415378,-18000,3698359,200
415,Kamenka,28.7,48.03,800,Clear,clear sky,01n,stations,270.93,1027,76,270.93,270.93,,,2.88,286.0,0,1575422825,MD,1575437836,1575468812,7200,618453,200
416,Nouakchott,-15.98,18.08,800,Clear,clear sky,01n,stations,292.15,1014,52,292.15,292.15,,,4.1,360.0,0,1575422825,MR,1575444060,1575484041,0,2377450,200
417,Porto Novo,-45.44,-23.68,803,Clouds,broken clouds,04n,stations,291.15,1017,82,291.15,291.15,,,4.6,140.0,75,1575422825,BR,1575360402,1575408997,-10800,6322184,200
418,Falam,93.68,22.91,801,Clouds,few clouds,02d,model,282.2,1018,98,282.2,282.2,1018.0,866.0,0.83,96.0,16,1575422825,MM,1575418267,1575457183,23400,1326105,200
419,Meadow Lake,-108.44,54.13,801,Clouds,few clouds,02n,stations,272.15,1002,74,272.15,272.15,,,5.1,260.0,20,1575422825,CA,1575385984,1575413663,-21600,6071421,200
420,Tual,132.75,-5.67,500,Rain,light rain,10d,model,301.93,1011,71,301.93,301.93,1011.0,1007.0,2.87,73.0,100,1575422825,ID,1575405973,1575450718,32400,1623197,200
421,Peterhead,138.5,-34.83,802,Clouds,scattered clouds,03d,stations,290.87,1017,55,289.26,292.04,,,4.6,260.0,40,1575422826,AU,1575401143,1575452787,37800,2078025,200
422,Roald,6.12,62.58,804,Clouds,overcast clouds,04n,stations,280.38,1008,81,278.71,282.15,,,10.8,220.0,97,1575422826,NO,1575448857,1575468633,3600,3141667,200
423,Gamba,88.52,28.28,800,Clear,clear sky,01d,model,262.64,1027,16,262.64,262.64,1027.0,571.0,2.22,305.0,0,1575422826,CN,1575420152,1575457775,28800,1281256,200
424,Gazojak,61.4,41.19,804,Clouds,overcast clouds,04n,model,279.76,1018,79,279.76,279.76,1018.0,1003.0,2.09,340.0,100,1575422826,TM,1575428584,1575462364,18000,1514792,200
425,Lima,-77.04,-12.06,804,Clouds,overcast clouds,04n,stations,294.15,1014,77,294.15,294.15,,,5.1,160.0,90,1575422729,PE,1575369271,1575415300,-18000,3936456,200
426,Parkes,148.18,-33.14,800,Clear,clear sky,01d,model,295.7,1013,24,295.7,295.7,1013.0,979.0,5.83,246.0,0,1575422826,AU,1575399077,1575450206,39600,2153778,200
427,Natal,-35.21,-5.81,802,Clouds,scattered clouds,03n,stations,299.77,1012,78,299.15,300.15,,,3.6,150.0,40,1575422546,BR,1575359860,1575404627,-10800,3394023,200
428,Cayenne,-52.33,4.94,801,Clouds,few clouds,02n,stations,299.15,1012,83,299.15,299.15,,,0.5,,20,1575422826,GF,1575365020,1575407687,-10800,3382160,200
429,Port Lincoln,135.86,-34.72,800,Clear,clear sky,01d,model,292.54,1018,49,292.54,292.54,1018.0,1011.0,1.94,273.0,0,1575422827,AU,1575401794,1575453404,37800,2063036,200
430,Hamilton,-79.87,43.26,600,Snow,light snow,13n,stations,272.46,1001,92,271.48,273.71,,,3.6,220.0,90,1575422827,CA,1575376435,1575409494,-18000,5969785,200
431,Margate,147.26,-43.03,802,Clouds,scattered clouds,03d,stations,286.16,996,58,283.71,288.15,,,13.4,280.0,40,1575422827,AU,1575397585,1575452139,39600,2158744,200
432,Tazovskiy,78.7,67.47,600,Snow,light snow,13n,model,260.52,1008,94,260.52,260.52,1008.0,1007.0,4.33,198.0,99,1575422827,RU,1575436586,1575446056,18000,1489853,200
433,Bathsheba,-59.52,13.22,802,Clouds,scattered clouds,03n,stations,301.15,1014,74,301.15,301.15,,,7.7,100.0,40,1575422827,BB,1575367570,1575408589,-14400,3374083,200
434,Aljezur,-8.8,37.31,800,Clear,clear sky,01n,stations,283.16,1014,87,282.59,283.71,,,6.76,338.0,0,1575422827,PT,1575444792,1575479862,0,2271968,200
435,Miri,9.75,10.31,804,Clouds,overcast clouds,04n,model,292.33,1012,27,292.33,292.33,1012.0,949.0,1.3,319.0,100,1575422827,NG,1575437076,1575478671,3600,2347470,200
436,Laguna,-88.94,16.17,804,Clouds,overcast clouds,04n,stations,295.15,1016,94,295.15,295.15,,,2.1,120.0,90,1575422827,BZ,1575374939,1575415345,-21600,3581398,200
437,Doha,51.53,25.29,701,Mist,mist,50n,stations,293.56,1017,77,291.15,295.15,,,2.1,340.0,1,1575422786,QA,1575428667,1575467021,10800,290030,200
438,Ostrovnoy,39.51,68.05,600,Snow,light snow,13n,model,263.09,992,99,263.09,263.09,992.0,974.0,4.77,263.0,98,1575422827,RU,1575447342,1575454116,10800,556268,200
439,Koumac,164.28,-20.56,803,Clouds,broken clouds,04d,model,301.66,1013,47,301.66,301.66,1013.0,977.0,1.71,51.0,76,1575422827,NC,1575396837,1575444715,39600,2140558,200
440,Panguipulli,-72.33,-39.64,800,Clear,clear sky,01n,stations,286.1,1021,62,285.37,287.15,,,3.1,150.0,0,1575422827,CL,1575364543,1575417766,-10800,3877348,200
441,Hailey,-114.32,43.52,801,Clouds,few clouds,02n,stations,269.15,1024,79,269.15,269.15,,,2.6,310.0,20,1575422828,US,1575384759,1575417711,-25200,5594956,200
442,Alice Springs,133.88,-23.7,800,Clear,clear sky,01d,stations,303.15,1018,16,303.15,303.15,,,6.7,140.0,0,1575422828,AU,1575403765,1575452383,34200,2077895,200
443,Buchanan,-10.05,5.88,701,Mist,mist,50n,stations,298.15,1010,94,298.15,298.15,,,1.45,285.0,20,1575422828,LR,1575441389,1575483865,0,2278158,200
444,Antalaha,50.28,-14.9,501,Rain,moderate rain,10n,model,300.43,1012,75,300.43,300.43,1012.0,1011.0,7.02,148.0,97,1575422828,MG,1575424825,1575471462,10800,1071296,200
445,Bowen,148.25,-20.01,802,Clouds,scattered clouds,03d,stations,307.25,1009,39,306.48,308.15,,,5.1,340.0,36,1575422828,AU,1575400748,1575448501,36000,2174444,200
446,Neyshabur,58.79,36.21,802,Clouds,scattered clouds,03n,model,281.67,1016,46,281.67,281.67,1016.0,875.0,5.37,100.0,31,1575422828,IR,1575428389,1575463812,12600,122285,200
447,Santa Cruz,-36.02,-6.22,802,Clouds,scattered clouds,03n,model,294.97,1012,90,294.97,294.97,1012.0,985.0,2.1,99.0,36,1575422828,BR,1575360013,1575404862,-10800,3389673,200
448,Ales,4.08,44.13,800,Clear,clear sky,01n,stations,276.05,1020,85,275.15,277.15,,,4.1,50.0,0,1575422828,FR,1575442906,1575475564,3600,3038224,200
449,Ocos,-92.19,14.51,802,Clouds,scattered clouds,03n,stations,299.45,1011,94,298.15,300.15,,,2.15,271.0,40,1575422829,GT,1575375546,1575416298,-21600,3592086,200
450,Ilulissat,-51.1,69.22,620,Snow,light shower snow,13n,stations,262.15,984,78,262.15,262.15,,,11.3,100.0,75,1575422829,GL,0,0,-10800,3423146,200
451,Nkoteng,12.12,4.5,804,Clouds,overcast clouds,04n,model,294.12,1011,88,294.12,294.12,1011.0,942.0,1.48,234.0,89,1575422829,CM,1575435930,1575478679,3600,2223734,200
452,Hearst,-83.67,49.69,600,Snow,light snow,13n,model,271.76,995,96,271.76,271.76,995.0,962.0,3.3,213.0,99,1575422829,CA,1575378760,1575408993,-18000,5973108,200
453,Galesong,119.37,-5.32,802,Clouds,scattered clouds,03d,stations,300.15,1011,88,300.15,300.15,,,2.6,110.0,40,1575422829,ID,1575409220,1575453895,28800,1644605,200
454,Mangan,88.54,27.5,800,Clear,clear sky,01d,model,275.82,1023,24,275.82,275.82,1023.0,784.0,2.46,359.0,0,1575422829,IN,1575420049,1575457868,19800,1263776,200
455,Thessalon,-83.55,46.26,600,Snow,light snow,13n,stations,274.62,997,93,274.15,275.15,,,2.6,220.0,90,1575422829,CA,1575377929,1575409767,-18000,6164831,200
456,Leh,77.58,34.16,801,Clouds,few clouds,02n,model,253.13,1045,30,253.13,253.13,1045.0,607.0,1.38,152.0,20,1575422829,IN,1575423572,1575459608,19800,1264976,200
457,Padang,100.36,-0.92,500,Rain,light rain,10d,model,293.55,1011,95,293.55,293.55,1011.0,936.0,1.58,68.0,83,1575422829,ID,1575414216,1575458026,25200,1633419,200
458,Mayahi,7.67,13.95,802,Clouds,scattered clouds,03n,model,293.62,1013,18,293.62,293.62,1013.0,967.0,3.66,69.0,26,1575422829,NE,1575437946,1575478800,3600,2441194,200
459,Soubre,-6.61,5.79,804,Clouds,overcast clouds,04n,model,296.84,1011,86,296.84,296.84,1011.0,989.0,0.86,185.0,95,1575422829,CI,1575440554,1575483048,0,2598243,200
460,Dossor,52.98,47.52,804,Clouds,overcast clouds,04n,model,270.79,1019,75,270.79,270.79,1019.0,1022.0,3.03,170.0,97,1575422829,KZ,1575431886,1575463105,18000,610023,200
461,Kendari,122.52,-3.99,804,Clouds,overcast clouds,04d,model,302.13,1011,68,302.13,302.13,1011.0,1000.0,1.9,355.0,100,1575422829,ID,1575408595,1575453008,28800,1640344,200
462,Ucluelet,-125.55,48.94,500,Rain,light rain,10n,stations,280.85,1015,100,280.15,281.48,,,3.1,100.0,90,1575422590,CA,1575388634,1575419228,-28800,6171633,200
463,Moindou,165.68,-21.69,804,Clouds,overcast clouds,04d,stations,307.15,1011,38,307.15,307.15,,,6.2,240.0,99,1575422830,NC,1575396371,1575444509,39600,2140466,200
464,Basqal,48.39,40.75,804,Clouds,overcast clouds,04n,stations,277.15,1014,93,277.15,277.15,,,3.6,320.0,90,1575422830,AZ,1575431631,1575465564,14400,587033,200
465,Saquena,-73.52,-4.67,500,Rain,light rain,10n,model,297.09,1009,93,297.09,297.09,1009.0,995.0,1.14,33.0,43,1575422830,PE,1575369168,1575413712,-18000,3692020,200
466,Kampene,26.67,-3.59,500,Rain,light rain,10n,model,292.53,1011,99,292.53,292.53,1011.0,940.0,0.38,207.0,100,1575422830,CD,1575431644,1575475979,7200,214575,200
467,Uvinza,30.39,-5.1,500,Rain,light rain,10n,model,291.71,1011,96,291.71,291.71,1011.0,889.0,1.38,257.0,100,1575422830,TZ,1575430602,1575475235,10800,149050,200
468,Baghmara,86.21,23.8,802,Clouds,scattered clouds,03d,model,286.96,1019,51,286.96,286.96,1019.0,980.0,1.51,315.0,28,1575422830,IN,1575420164,1575458873,19800,1274553,200
469,Mazara del Vallo,12.59,37.65,801,Clouds,few clouds,02n,stations,285.55,1014,87,284.26,288.15,,,2.1,100.0,20,1575422830,IT,1575439709,1575474675,3600,6541759,200
470,Gimli,-96.99,50.63,803,Clouds,broken clouds,04n,model,269.48,1000,92,269.48,269.48,1000.0,972.0,4.19,291.0,78,1575422830,CA,1575382204,1575411945,-21600,5961417,200
471,Port Saint Lucie,-80.35,27.29,800,Clear,clear sky,01n,stations,284.1,1015,58,281.15,286.48,,,1.44,294.0,5,1575422830,US,1575374133,1575412026,-18000,4169171,200
472,Concordia,-58.02,-31.4,802,Clouds,scattered clouds,03n,stations,291.48,1009,53,291.48,291.48,,,2.17,123.0,28,1575422830,AR,1575362418,1575413021,-10800,3435261,200
473,Grandview,-94.53,38.89,800,Clear,clear sky,01n,stations,280.0,1014,74,276.15,282.15,,,3.55,269.0,1,1575422830,US,1575379180,1575413788,-21600,4388460,200
474,Soyo,12.37,-6.13,500,Rain,light rain,10n,model,298.88,1010,82,298.88,298.88,1010.0,1008.0,0.74,274.0,35,1575422830,AO,1575434825,1575479664,3600,2236967,200
475,Sangar,127.47,63.92,804,Clouds,overcast clouds,04d,model,236.38,1038,95,236.38,236.38,1038.0,1024.0,4.92,282.0,100,1575422831,RU,1575420673,1575438553,32400,2017215,200
476,Poronaysk,143.1,49.22,600,Snow,light snow,13d,model,269.04,984,69,269.04,269.04,984.0,978.0,15.67,292.0,68,1575422831,RU,1575410645,1575441076,39600,2121909,200
477,Sabancuy,-91.18,18.97,800,Clear,clear sky,01n,model,295.85,1013,83,295.85,295.85,1013.0,1013.0,2.26,12.0,5,1575422831,MX,1575375775,1575415584,-21600,3520161,200
478,Dzhebariki-Khaya,135.8,62.22,804,Clouds,overcast clouds,04d,model,235.8,1033,99,235.8,235.8,1033.0,998.0,1.16,234.0,100,1575422831,RU,1575417448,1575437779,32400,2024626,200
479,La Mira,-102.33,18.04,800,Clear,clear sky,01n,model,300.04,1012,82,300.04,300.04,1012.0,1001.0,4.35,273.0,3,1575422831,MX,1575378352,1575418361,-21600,4026082,200
480,Torbay,-52.73,47.66,500,Rain,light rain,10n,stations,276.0,995,93,274.82,276.48,,,2.85,220.0,90,1575422831,CA,1575370839,1575402060,-12600,6167817,200
481,Boa Vista,-60.67,2.82,804,Clouds,overcast clouds,04n,stations,302.15,1011,66,302.15,302.15,,,1.5,120.0,86,1575422831,BR,1575366815,1575409896,-14400,3664980,200
482,Urubamba,-72.12,-13.31,521,Rain,shower rain,09n,stations,284.15,1030,81,284.15,284.15,,,1.0,,90,1575422831,PE,1575367960,1575414248,-18000,3926438,200
483,Dolores,-58.22,-33.53,803,Clouds,broken clouds,04n,stations,291.48,1011,63,291.48,291.48,,,0.89,,84,1575422831,UY,1575362156,1575413378,-10800,3442750,200
484,Chingirlau,54.08,51.09,804,Clouds,overcast clouds,04n,model,266.98,1020,44,266.98,266.98,1020.0,1008.0,3.53,150.0,100,1575422831,KZ,1575432517,1575461946,18000,610091,200
485,Itoman,127.67,26.12,803,Clouds,broken clouds,04d,stations,293.99,1024,49,293.71,294.15,,,5.7,50.0,75,1575422832,JP,1575410484,1575448646,32400,1861280,200
486,Fairbanks,-147.72,64.84,600,Snow,light snow,13n,stations,259.49,1013,92,259.15,260.15,,,1.14,24.0,90,1575422774,US,1575401076,1575417430,-32400,5861897,200
487,Gejiu,103.16,23.36,804,Clouds,overcast clouds,04d,model,280.59,1024,94,280.59,280.59,1024.0,827.0,1.78,80.0,100,1575422832,CN,1575416043,1575454855,28800,1810240,200
488,Tutoia,-42.27,-2.76,801,Clouds,few clouds,02n,model,298.09,1010,84,298.09,298.09,1010.0,1003.0,2.72,42.0,21,1575422832,BR,1575361854,1575406022,-10800,3385899,200
489,Guasdualito,-70.73,7.24,802,Clouds,scattered clouds,03n,stations,300.15,1011,83,300.15,300.15,,,1.82,30.0,40,1575422832,VE,1575369663,1575411878,-14400,3689718,200
490,Lethem,-59.8,3.38,803,Clouds,broken clouds,04n,model,301.23,1010,63,301.23,301.23,1010.0,999.0,4.37,84.0,73,1575422832,GY,1575366661,1575409633,-14400,3379316,200
491,Ghanzi,21.65,-21.7,500,Rain,light rain,10n,model,293.46,1012,82,293.46,293.46,1012.0,882.0,8.34,144.0,100,1575422832,BW,1575430940,1575479094,7200,933644,200
492,Puerto del Rosario,-13.86,28.5,802,Clouds,scattered clouds,03n,stations,290.71,1018,88,290.15,291.15,,,3.6,300.0,40,1575422832,ES,1575444764,1575482319,0,2512186,200
493,Kamachumu,31.62,-1.62,803,Clouds,broken clouds,04n,stations,292.15,1015,100,292.15,292.15,,,0.82,256.0,75,1575422832,TZ,1575430649,1575474597,10800,158492,200
494,Jiwani,61.74,25.05,803,Clouds,broken clouds,04n,model,295.95,1016,62,295.95,295.95,1016.0,1015.0,5.16,16.0,65,1575422832,PK,1575426186,1575464599,18000,1175712,200
495,Karratha,116.85,-20.74,800,Clear,clear sky,01d,model,302.99,1009,61,302.99,302.99,1009.0,1009.0,0.12,318.0,0,1575422832,AU,1575408201,1575456124,28800,6620339,200
496,Barcelos,-62.93,-0.97,500,Rain,light rain,10n,model,298.31,1008,83,298.31,298.31,1008.0,1003.0,0.73,81.0,79,1575422832,BR,1575366988,1575410807,-14400,3665098,200
497,Stephenville,-58.59,48.55,500,Rain,light rain,10n,stations,275.11,988,84,274.82,275.37,,,8.7,60.0,90,1575422832,CA,1575372455,1575403257,-12600,6156244,200
498,Chegdomyn,133.04,51.13,600,Snow,light snow,13d,model,252.4,1015,97,252.4,252.4,1015.0,957.0,0.42,259.0,100,1575422833,RU,1575413560,1575442991,36000,2025579,200
499,Kurilsk,147.88,45.23,600,Snow,light snow,13d,model,267.97,1001,69,267.97,267.97,1001.0,984.0,16.48,258.0,100,1575422833,RU,1575408592,1575440835,36000,2123979,200
500,Oktyabrskoye,85.44,56.73,620,Snow,light shower snow,13n,stations,268.15,1024,92,268.15,268.15,,,5.0,230.0,75,1575422833,RU,1575426821,1575452585,25200,1511846,200
501,Kharopon,23.38,41.27,601,Snow,snow,13n,stations,279.82,1022,92,279.82,279.82,,,1.79,354.0,100,1575422833,GR,1575437730,1575471473,7200,735794,200
502,North Bend,-124.22,43.41,800,Clear,clear sky,01n,stations,283.96,1018,87,283.71,284.26,,,0.97,29.0,1,1575422833,US,1575387116,1575420108,-28800,5742974,200
503,Rawson,-65.11,-43.3,500,Rain,light rain,10n,model,283.79,1015,82,283.79,283.79,1015.0,1014.0,15.78,158.0,99,1575422833,AR,1575362105,1575416737,-10800,3839307,200
504,Port-Cartier,-66.88,50.03,804,Clouds,overcast clouds,04n,stations,270.15,995,45,270.15,270.15,,,3.1,360.0,90,1575422833,CA,1575374814,1575404878,-18000,6111696,200
505,Denpasar,115.22,-8.65,802,Clouds,scattered clouds,03d,stations,304.15,1010,74,304.15,304.15,,,1.5,,40,1575422719,ID,1575409883,1575455224,28800,1645528,200
506,Olds,-114.11,51.79,803,Clouds,broken clouds,04n,stations,269.15,1006,92,269.15,269.15,,,2.6,170.0,75,1575422833,CA,1575386635,1575415733,-25200,6093347,200
507,Darhan,105.92,49.49,800,Clear,clear sky,01d,model,256.3,1039,81,256.3,256.3,1039.0,936.0,1.49,178.0,0,1575422833,MN,1575419644,1575449929,28800,2031964,200
508,Saryozek,77.98,44.36,803,Clouds,broken clouds,04n,model,274.3,1024,61,274.3,274.3,1024.0,913.0,3.07,126.0,51,1575422833,KZ,1575425202,1575457785,21600,1519580,200
509,Kudahuvadhoo,72.89,2.67,501,Rain,moderate rain,10d,model,301.04,1009,73,301.04,301.04,1009.0,1009.0,0.81,149.0,54,1575422833,MV,1575421162,1575464270,18000,1337607,200
510,Marsh Harbour,-77.06,26.54,801,Clouds,few clouds,02n,model,293.63,1013,52,293.63,293.63,1013.0,1013.0,1.88,252.0,17,1575422833,BS,1575373252,1575411329,-18000,3571913,200
511,Norman Wells,-126.83,65.28,600,Snow,light snow,13n,stations,252.15,1018,83,252.15,252.15,,,5.1,280.0,90,1575422834,CA,1575396477,1575411999,-25200,6089245,200
512,Mujiayingzi,118.78,42.12,803,Clouds,broken clouds,04d,model,262.74,1033,73,262.74,262.74,1033.0,932.0,1.71,8.0,55,1575422834,CN,1575414972,1575448426,28800,2035707,200
513,Touros,-35.46,-5.2,802,Clouds,scattered clouds,03n,stations,299.15,1012,78,299.15,299.15,,,3.6,150.0,40,1575422744,BR,1575359980,1575404627,-10800,3386213,200
514,Inhambane,35.38,-23.87,800,Clear,clear sky,01n,model,299.55,1012,87,299.55,299.55,1012.0,1011.0,5.97,174.0,1,1575422834,MZ,1575427386,1575476055,7200,1045114,200
515,Sola,33.8,-3.17,500,Rain,light rain,10n,model,291.73,1010,91,291.73,291.73,1010.0,866.0,2.83,359.0,100,1575422834,TZ,1575429974,1575474226,10800,151211,200
516,Gorontalo,123.06,0.54,804,Clouds,overcast clouds,04d,model,300.87,1010,73,300.87,300.87,1010.0,998.0,0.67,355.0,100,1575422834,ID,1575408909,1575452434,28800,1643837,200
517,Millinocket,-68.71,45.66,600,Snow,light snow,13n,stations,270.57,992,74,268.71,273.15,,,4.6,350.0,90,1575422834,US,1575374237,1575406334,-18000,4972220,200
518,Gombong,109.31,-7.19,800,Clear,clear sky,01d,model,299.97,1011,76,299.97,299.97,1011.0,993.0,2.45,171.0,0,1575422834,ID,1575411449,1575456496,25200,1649595,200
519,Goderich,-81.71,43.74,600,Snow,light snow,13n,stations,273.57,999,92,271.48,275.93,,,4.92,234.0,100,1575422834,CA,1575376970,1575409843,-18000,5962442,200
520,Erzin,36.2,36.95,801,Clouds,few clouds,02n,stations,280.61,1018,100,278.15,282.59,,,1.5,100.0,20,1575422834,TR,1575433928,1575469119,10800,296852,200
521,Qasigiannguit,-51.19,68.82,620,Snow,light shower snow,13n,stations,262.15,984,78,262.15,262.15,,,11.3,100.0,75,1575422835,GL,0,0,-10800,3420768,200
522,Ola,151.3,59.58,804,Clouds,overcast clouds,04d,model,252.85,1010,84,252.85,252.85,1010.0,998.0,7.16,23.0,93,1575422835,RU,1575412241,1575435544,39600,2122574,200
523,Novomikhaylovskiy,38.86,44.26,600,Snow,light snow,13n,model,273.97,1021,90,273.97,273.97,1021.0,988.0,0.67,349.0,100,1575422835,RU,1575434578,1575467192,10800,518585,200
524,Bolivar,-93.41,37.61,800,Clear,clear sky,01n,stations,278.9,1013,60,277.59,279.82,,,2.1,270.0,1,1575422625,US,1575378704,1575413726,-21600,4377835,200
525,Winsum,6.52,53.33,701,Mist,mist,50n,stations,277.66,1023,93,275.93,279.26,,,4.6,210.0,90,1575422835,NL,1575444597,1575472701,3600,2744337,200
526,Kilindoni,39.67,-7.91,801,Clouds,few clouds,02n,model,300.87,1009,71,300.87,300.87,1009.0,1009.0,2.35,63.0,21,1575422835,TZ,1575428094,1575473288,10800,157429,200
527,Lompoc,-120.46,34.64,500,Rain,light rain,10n,stations,287.65,1014,67,285.37,289.15,,,1.5,260.0,90,1575422826,US,1575384748,1575420669,-28800,5367788,200
528,Mareeba,145.42,-16.99,804,Clouds,overcast clouds,04d,stations,305.36,1010,66,304.15,306.48,,,3.6,10.0,96,1575422835,AU,1575401763,1575448845,36000,2158767,200
529,Wanning,13.53,48.64,803,Clouds,broken clouds,04n,stations,269.68,1027,100,268.71,270.93,,,1.0,50.0,57,1575422835,AT,1575441626,1575472306,3600,3220813,200
530,Pevek,170.27,69.7,804,Clouds,overcast clouds,04n,model,258.97,1033,80,258.97,258.97,1033.0,1030.0,2.61,33.0,100,1575422836,RU,0,0,43200,2122090,200
531,Khonsa,95.51,26.99,800,Clear,clear sky,01d,model,284.67,1018,83,284.67,284.67,1018.0,917.0,1.48,144.0,0,1575422836,IN,1575418312,1575456259,19800,1266668,200
532,Buala,159.59,-8.15,500,Rain,light rain,10d,model,302.08,1010,75,302.08,302.08,1010.0,1001.0,3.14,91.0,77,1575422836,SB,1575399283,1575444521,39600,2109528,200
533,Opuwo,13.84,-18.06,804,Clouds,overcast clouds,04n,model,293.49,1010,49,293.49,293.49,1010.0,871.0,0.76,270.0,97,1575422836,NA,1575433229,1575480555,7200,3354077,200
534,Belmonte,-7.35,40.36,801,Clouds,few clouds,02n,stations,276.37,1015,83,274.26,278.15,,,1.63,113.0,16,1575422836,PT,1575444949,1575479008,0,8010472,200
535,Tiarei,-149.33,-17.53,801,Clouds,few clouds,02d,stations,304.15,1011,66,304.15,304.15,,,4.6,30.0,20,1575422836,PF,1575386042,1575433237,-36000,4033356,200
536,Najran,44.22,17.54,800,Clear,clear sky,01n,stations,287.15,1019,47,287.15,287.15,,,0.7,40.0,0,1575422836,SA,1575429548,1575469649,10800,103630,200
537,Namatanai,152.44,-3.66,500,Rain,light rain,10d,model,302.51,1010,69,302.51,302.51,1010.0,1009.0,2.36,111.0,75,1575422836,PG,1575401445,1575445792,36000,2090021,200
538,Wanaka,169.14,-44.7,501,Rain,moderate rain,10d,stations,282.04,991,88,282.04,282.04,,,0.45,89.0,100,1575422836,NZ,1575391981,1575447238,46800,2184707,200
539,Pilar,-58.91,-34.46,500,Rain,light rain,10n,stations,291.19,1009,72,289.82,294.15,,,2.1,360.0,54,1575422563,AR,1575362181,1575413684,-10800,3427208,200
540,Port Augusta,137.76,-32.49,800,Clear,clear sky,01d,stations,293.15,1017,64,293.15,293.15,,,4.1,120.0,7,1575422836,AU,1575401673,1575452612,37800,2063056,200
541,Kandi,2.93,11.13,800,Clear,clear sky,01n,model,295.78,1011,23,295.78,295.78,1011.0,978.0,1.52,63.0,0,1575422836,BJ,1575438796,1575480226,3600,2393693,200
542,Arman,150.17,59.7,804,Clouds,overcast clouds,04d,model,258.66,1011,83,258.66,258.66,1011.0,1008.0,11.2,18.0,100,1575422836,RU,1575412572,1575435755,39600,2127060,200
543,Cochabamba,-66.16,-17.39,803,Clouds,broken clouds,04n,stations,294.15,1018,46,294.15,294.15,,,2.1,150.0,75,1575422742,BO,1575366094,1575413253,-14400,3919968,200
544,Kupang,123.6,-10.16,801,Clouds,few clouds,02d,stations,303.15,1011,70,303.15,303.15,,,3.6,300.0,20,1575422837,ID,1575407719,1575453365,28800,2057087,200
545,Nouadhibou,-17.03,20.93,800,Clear,clear sky,01n,stations,291.15,1017,82,291.15,291.15,,,6.7,10.0,0,1575422837,MR,1575444625,1575483980,0,2377457,200
